"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"delta_alpha",0.310818823371845,1.96337215967821,-3.60598258180338,-0.940347655050854,0.292056579390938,1.55291500743687,4.29849460916036,1.00488075695046,540
"delta_rho",0.0927114270097835,0.151090256390695,-0.250738780323566,-0.0090021489661206,0.092920741367213,0.195587526602841,0.38162736169242,1.02865971650923,100
"deviance",161.290973476451,10.9332704937979,141.801816781887,153.605618968211,160.681355052149,168.27355189093,184.458549365967,1.00891934727009,250
"mu_alpha",2.3705193088264,0.887102433969797,0.72804267689443,1.76593665117454,2.33725083246413,2.9451899533213,4.19679177028974,1.03037172867993,83
"mu_rho",0.853961509565048,0.0729532114071399,0.687404858316954,0.808994266601965,0.861061748388755,0.907717642368671,0.967360004894491,1.10070483630726,26
"sigma_alpha_m",3.18633019152935,1.24712337340864,1.15078876401659,2.27245577020663,3.04762164392434,3.93673436666399,6.01600980550385,1.00140228183289,3800
"sigma_alpha_s",3.73380964789158,1.21441766402008,1.65456522582438,2.86779421001926,3.61798877494165,4.48660664142274,6.45663174779129,1.00106908362526,10000
"sigma_rho_m",55.7857237634992,25.9211620473905,12.0758868827051,34.0669125124031,55.9964256507892,78.2124066899627,97.6599757588628,1.00241159741361,1300
"sigma_rho_s",53.4774343479416,25.9613635330559,12.2231366255462,30.7399650333393,52.220579951104,75.802851689364,97.6775347637879,1.00610235603622,380
