"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"delta_alpha",0.356153652517127,2.29494289047077,-4.07034610432529,-1.07099888450623,0.355222523207347,1.74874556185041,5.0273983666203,1.02165542023155,100
"delta_rho",-0.209361390876383,0.184841924523369,-0.493814617416985,-0.358891545395641,-0.242384850504438,-0.0751528450389858,0.189583744678361,1.09359732534059,48
"deviance",181.131440830713,10.1997263537629,162.785154276447,173.932472980395,180.69603273752,187.756799826375,202.243462775916,1.02003941841686,110
"mu_alpha",4.91949473529858,1.46838953639332,2.49769521971518,3.96521290702106,4.70499014781627,5.66496177593544,8.66814760235082,1.1974786340094,15
"mu_rho",0.684854403843171,0.104309097799769,0.470768618882241,0.611906861889328,0.687828410049534,0.755714186736255,0.897334759268382,1.31519331606795,11
"sigma_alpha_m",2.90088348408325,1.45413250358471,0.42623916525037,1.85366757593648,2.79491660572706,3.82385952771885,6.0783245684035,1.0436219662594,470
"sigma_alpha_s",2.16627759682166,1.44527133373696,0.165034262233608,1.00816178893478,1.90091149174554,3.08720732289945,5.54346500853263,1.03301906629533,85
"sigma_rho_m",54.5004080627746,26.4381041730363,12.1219513799857,31.2141996837643,54.1154409440557,77.6034048771747,97.8501809629933,1.00259428712355,1200
"sigma_rho_s",52.4263566965591,26.1424969168698,11.5425948647864,29.6245268162234,51.338067603994,75.0028640469573,97.2028123813462,1.01405119772258,160
